app,test_name,seq_len,num_seq,repeat,cpg,pod_unique_data,speed,kernel_time_sec,gcups,arith_intensity_ops_per_byte,ops_per_elem,n_elems,achieved_bw_GB_s,achieved_gops_s
dummy/roofline,ops_12__n-elems_4194304__repeat_128,,,6,8,0,slow,2.576247507,N/A,3.0000,12,4194304,0.0781,0.2344
dummy/roofline,ops_1536__n-elems_4194304__repeat_52,,,2,8,0,slow,17.897966723,N/A,384.0000,1536,4194304,0.0037,1.4398
dummy/roofline,ops_16384__n-elems_4194304__repeat_7,,,1,8,0,slow,93.361134377,N/A,4096.0000,16384,4194304,0.0004,1.4721
dummy/roofline,ops_16__n-elems_4194304__repeat_128,,,6,8,0,slow,2.707168508,N/A,4.0000,16,4194304,0.0744,0.2975
dummy/roofline,ops_192__n-elems_4194304__repeat_120,,,6,8,0,slow,7.153166661,N/A,48.0000,192,4194304,0.0281,1.3510
dummy/roofline,ops_1__n-elems_4194304__repeat_128,,,6,8,0,slow,2.463352475,N/A,0.2500,1,4194304,0.0817,0.0204
dummy/roofline,ops_2048__n-elems_4194304__repeat_36,,,1,8,0,slow,14.238353826,N/A,512.0000,2048,4194304,0.0024,1.2066
dummy/roofline,ops_24__n-elems_4194304__repeat_128,,,6,8,0,slow,2.776435822,N/A,6.0000,24,4194304,0.0725,0.4351
dummy/roofline,ops_256__n-elems_4194304__repeat_112,,,5,8,0,slow,7.811538618,N/A,64.0000,256,4194304,0.0215,1.3746
dummy/roofline,ops_2__n-elems_4194304__repeat_128,,,6,8,0,slow,2.461440575,N/A,0.5000,2,4194304,0.0818,0.0409
dummy/roofline,ops_3072__n-elems_4194304__repeat_30,,,1,8,0,slow,17.735576128,N/A,768.0000,3072,4194304,0.0019,1.4530
dummy/roofline,ops_32__n-elems_4194304__repeat_128,,,6,8,0,slow,2.985249129,N/A,8.0000,32,4194304,0.0674,0.5395
dummy/roofline,ops_384__n-elems_4194304__repeat_104,,,5,8,0,slow,11.443830493,N/A,96.0000,384,4194304,0.0147,1.4074
dummy/roofline,ops_3__n-elems_4194304__repeat_128,,,6,8,0,slow,2.485841921,N/A,0.7500,3,4194304,0.0810,0.0607
dummy/roofline,ops_4096__n-elems_4194304__repeat_24,,,1,8,0,slow,23.546015883,N/A,1024.0000,4096,4194304,0.0014,1.4593
dummy/roofline,ops_48__n-elems_4194304__repeat_128,,,6,8,0,slow,3.377006772,N/A,12.0000,48,4194304,0.0596,0.7154
dummy/roofline,ops_4__n-elems_4194304__repeat_128,,,6,8,0,slow,2.494821312,N/A,1.0000,4,4194304,0.0807,0.0807
dummy/roofline,ops_512__n-elems_4194304__repeat_92,,,4,8,0,slow,12.317847417,N/A,128.0000,512,4194304,0.0109,1.3947
dummy/roofline,ops_6144__n-elems_4194304__repeat_16,,,1,8,0,slow,35.176303089,N/A,1536.0000,6144,4194304,0.0010,1.4652
dummy/roofline,ops_64__n-elems_4194304__repeat_128,,,6,8,0,slow,3.594723775,N/A,16.0000,64,4194304,0.0560,0.8961
dummy/roofline,ops_6__n-elems_4194304__repeat_128,,,6,8,0,slow,2.513608082,N/A,1.5000,6,4194304,0.0801,0.1201
dummy/roofline,ops_768__n-elems_4194304__repeat_77,,,3,8,0,slow,13.710716947,N/A,192.0000,768,4194304,0.0073,1.4097
dummy/roofline,ops_8192__n-elems_4194304__repeat_12,,,1,8,0,slow,46.813983438,N/A,2048.0000,8192,4194304,0.0007,1.4679
dummy/roofline,ops_8__n-elems_4194304__repeat_128,,,6,8,0,slow,2.481104163,N/A,2.0000,8,4194304,0.0811,0.1623
dummy/roofline,ops_96__n-elems_4194304__repeat_128,,,6,8,0,slow,4.206274021,N/A,24.0000,96,4194304,0.0479,1.1487
