app,test_name,seq_len,num_seq,repeat,cpg,pod_unique_data,speed,kernel_time_sec,gcups,arith_intensity_ops_per_byte,ops_per_elem,n_elems,achieved_bw_GB_s,achieved_gops_s
sw/1d,seq-len_1024__num-seq_1024__repeat_64,1024,1024,3,8,0,slow_sim32x,25.888727806,31.8464,2560.0,,,,
sw/1d,seq-len_1024__num-seq_1024__repeat_64__cpg_128,1024,1024,3,128,0,slow_sim32x,29.958492318,27.5200,2560.0,,,,
sw/1d,seq-len_1024__num-seq_1024__repeat_64__cpg_16,1024,1024,3,16,0,slow_sim32x,26.249647149,31.4112,2560.0,,,,
sw/1d,seq-len_1024__num-seq_1024__repeat_64__cpg_4,1024,1024,3,4,0,slow_sim32x,25.698004144,32.0768,2560.0,,,,
sw/1d,seq-len_128__num-seq_8192__repeat_512,128,8192,25,8,0,slow_sim32x,29.046784261,29.5680,320.0,,,,
sw/1d,seq-len_128__num-seq_8192__repeat_512__cpg_1,128,8192,25,1,0,slow_sim32x,26.401691341,32.5376,320.0,,,,
sw/1d,seq-len_2048__num-seq_512__repeat_32,2048,512,1,8,0,slow_sim32x,17.185659414,32.0000,5120.0,,,,
sw/1d,seq-len_2048__num-seq_512__repeat_32__cpg_128,2048,512,1,128,0,slow_sim32x,18.465489634,29.7728,5120.0,,,,
sw/1d,seq-len_2048__num-seq_512__repeat_32__cpg_16,2048,512,1,16,0,slow_sim32x,17.301475616,31.7696,5120.0,,,,
sw/1d,seq-len_2048__num-seq_512__repeat_32__cpg_8,2048,512,1,8,0,slow_sim32x,17.183679593,32.0000,5120.0,,,,
sw/1d,seq-len_256__num-seq_4096__repeat_256,256,4096,12,8,0,slow_sim32x,26.971620769,30.5664,640.0,,,,
sw/1d,seq-len_256__num-seq_4096__repeat_256__cpg_1,256,4096,12,1,0,slow_sim32x,25.175982252,32.7424,640.0,,,,
sw/1d,seq-len_256__num-seq_4096__repeat_256__cpg_128,256,4096,12,128,0,slow_sim32x,43.797154155,18.8160,640.0,,,,
sw/1d,seq-len_256__num-seq_512__repeat_2048,256,512,102,8,0,slow_sim32x,28.657317866,30.5664,640.0,,,,
sw/1d,seq-len_256__num-seq_512__repeat_2048__cpg_1,256,512,102,1,0,slow_sim32x,26.733504309,32.7680,640.0,,,,
sw/1d,seq-len_256__num-seq_512__repeat_2048__cpg_128,256,512,102,128,0,slow_sim32x,46.033207271,19.0208,640.0,,,,
sw/1d,seq-len_256__num-seq_512__repeat_2048__cpg_128__pod-unique-data_1,256,512,102,128,1,slow_sim32x,46.030288159,19.0464,640.0,,,,
sw/1d,seq-len_256__num-seq_512__repeat_2048__cpg_16,256,512,102,16,0,slow_sim32x,29.352017877,29.8496,640.0,,,,
sw/1d,seq-len_256__num-seq_512__repeat_2048__cpg_1__pod-unique-data_1,256,512,102,1,1,slow_sim32x,26.744544623,32.7680,640.0,,,,
sw/1d,seq-len_256__num-seq_512__repeat_2048__pod-unique-data_1,256,512,102,8,1,slow_sim32x,28.658909168,30.5664,640.0,,,,
sw/1d,seq-len_32__num-seq_32768__repeat_2048,32,32768,102,8,0,slow_sim32x,39.868394191,21.9648,80.0,,,,
sw/1d,seq-len_32__num-seq_32768__repeat_2048__cpg_1,32,32768,102,1,0,slow_sim32x,27.930066368,31.3600,80.0,,,,
sw/1d,seq-len_32__num-seq_32768__repeat_2048__cpg_16,32,32768,102,16,0,slow_sim32x,48.263945051,18.1504,80.0,,,,
sw/1d,seq-len_512__num-seq_2048__repeat_128__cpg_128,512,2048,6,128,0,slow_sim32x,36.112673234,22.8352,1280.0,,,,
sw/1d,seq-len_512__num-seq_2048__repeat_128__cpg_16,512,2048,6,16,0,slow_sim32x,26.972659261,30.5664,1280.0,,,,
sw/1d,seq-len_64__num-seq_16384__repeat_1024,64,16384,51,8,0,slow_sim32x,31.985945281,27.3920,160.0,,,,
sw/1d,seq-len_64__num-seq_16384__repeat_1024__cpg_1,64,16384,51,1,0,slow_sim32x,27.237447223,32.1792,160.0,,,,
sw/1d,seq-len_64__num-seq_16384__repeat_1024__cpg_16,64,16384,51,16,0,slow_sim32x,39.109404774,22.4000,160.0,,,,
sw/2d,seq-len_128__num-seq_1024__repeat_4096,128,1024,204,8,0,slow_sim32x,28.991607422,30.2336,320.0,,,,
sw/2d,seq-len_128__num-seq_1024__repeat_4096__pod-unique-data_1,128,1024,204,8,1,slow_sim32x,28.991711447,30.2336,320.0,,,,
sw/2d,seq-len_128__num-seq_8192__repeat_512,128,8192,25,8,0,slow_sim32x,28.768642914,29.8496,320.0,,,,
sw/2d,seq-len_192__num-seq_4096__repeat_512,192,4096,25,8,0,slow_sim32x,31.188978108,30.9760,480.0,,,,
sw/2d,seq-len_192__num-seq_640__repeat_4096,192,640,204,8,0,slow_sim32x,39.402886606,31.2576,480.0,,,,
sw/2d,seq-len_192__num-seq_640__repeat_4096__pod-unique-data_1,192,640,204,8,1,slow_sim32x,39.410854981,31.2576,480.0,,,,
sw/2d,seq-len_32__num-seq_32768__repeat_512,32,32768,25,8,0,slow_sim32x,12.348190836,17.3824,80.0,,,,
sw/2d,seq-len_64__num-seq_16384__repeat_512,64,16384,25,8,0,slow_sim32x,17.345515514,24.7552,160.0,,,,
dummy/roofline,ops_1024__n-elems_4194304__repeat_66,,,3,8,0,slow_sim32x,18.071479509,N/A,256.0000,1024,4194304,1.4336,365.0560
dummy/roofline,ops_12288__n-elems_4194304__repeat_9,,,1,8,0,slow_sim32x,70.089019368,N/A,3072.0000,12288,4194304,0.1280,376.4992
dummy/roofline,ops_128__n-elems_4194304__repeat_128,,,6,8,0,slow_sim32x,5.135537765,N/A,32.0000,128,4194304,10.0352,321.1520
dummy/roofline,ops_12__n-elems_4194304__repeat_128,,,6,8,0,slow_sim32x,2.576247507,N/A,3.0000,12,4194304,19.9936,60.0064
