app,test_name,seq_len,num_seq,repeat,cpg,pod_unique_data,speed,kernel_time_sec,gcups,arith_intensity_ops_per_byte,ops_per_elem,n_elems,achieved_bw_GB_s,achieved_gops_s
sw/1d,seq-len_1024__num-seq_1024__repeat_64,1024,1024,64,8,0,slow,0.898528155,76.4800,2560.0,,,,
sw/1d,seq-len_1024__num-seq_1024__repeat_64__cpg_128,1024,1024,64,128,0,slow,1.051948673,65.3259,2560.0,,,,
sw/1d,seq-len_1024__num-seq_1024__repeat_64__cpg_16,1024,1024,64,16,0,slow,0.916990542,74.9402,2560.0,,,,
sw/1d,seq-len_1024__num-seq_1024__repeat_64__cpg_4,1024,1024,64,4,0,slow,0.891821983,77.0552,2560.0,,,,
sw/1d,seq-len_128__num-seq_8192__repeat_512,128,8192,512,8,0,slow,1.023896945,67.1156,320.0,,,,
sw/1d,seq-len_128__num-seq_8192__repeat_512__cpg_1,128,8192,512,1,0,slow,0.918498382,74.8172,320.0,,,,
sw/1d,seq-len_2048__num-seq_512__repeat_32,2048,512,32,8,0,slow,0.618666063,111.0768,5120.0,,,,
sw/1d,seq-len_2048__num-seq_512__repeat_32__cpg_128,2048,512,32,128,0,slow,0.667005353,103.0269,5120.0,,,,
sw/1d,seq-len_2048__num-seq_512__repeat_32__cpg_16,2048,512,32,16,0,slow,0.622504816,110.3919,5120.0,,,,
sw/1d,seq-len_2048__num-seq_512__repeat_32__cpg_8,2048,512,32,8,0,slow,0.618152985,111.1690,5120.0,,,,
sw/1d,seq-len_256__num-seq_4096__repeat_256,256,4096,256,8,0,slow,0.942791279,72.8894,640.0,,,,
sw/1d,seq-len_256__num-seq_4096__repeat_256__cpg_1,256,4096,256,1,0,slow,0.877346461,78.3265,640.0,,,,
sw/1d,seq-len_256__num-seq_4096__repeat_256__cpg_128,256,4096,256,128,0,slow,1.648697432,41.6811,640.0,,,,
sw/1d,seq-len_256__num-seq_512__repeat_2048,256,512,2048,8,0,slow,0.983942461,69.8410,640.0,,,,
sw/1d,seq-len_256__num-seq_512__repeat_2048__cpg_1,256,512,2048,1,0,slow,0.921881739,74.5426,640.0,,,,
sw/1d,seq-len_256__num-seq_512__repeat_2048__cpg_128,256,512,2048,128,0,slow,1.543583684,44.5194,640.0,,,,
sw/1d,seq-len_256__num-seq_512__repeat_2048__cpg_128__pod-unique-data_1,256,512,2048,128,1,slow,1.543609845,44.5187,640.0,,,,
sw/1d,seq-len_256__num-seq_512__repeat_2048__cpg_16,256,512,2048,16,0,slow,1.005833465,68.3209,640.0,,,,
sw/1d,seq-len_256__num-seq_512__repeat_2048__cpg_1__pod-unique-data_1,256,512,2048,1,1,slow,0.922702420,74.4763,640.0,,,,
sw/1d,seq-len_256__num-seq_512__repeat_2048__pod-unique-data_1,256,512,2048,8,1,slow,0.983419872,69.8781,640.0,,,,
sw/1d,seq-len_32__num-seq_32768__repeat_2048,32,32768,2048,8,0,slow,1.521463917,45.1667,80.0,,,,
sw/1d,seq-len_32__num-seq_32768__repeat_2048__cpg_1,32,32768,2048,1,0,slow,1.001532895,68.6143,80.0,,,,
sw/1d,seq-len_32__num-seq_32768__repeat_2048__cpg_16,32,32768,2048,16,0,slow,1.957892412,35.0987,80.0,,,,
