app,test_name,seq_len,num_seq,repeat,cpg,pod_unique_data,speed,kernel_time_sec,gcups,arith_intensity_ops_per_byte,ops_per_elem,n_elems,achieved_bw_GB_s,achieved_gops_s
sw/1d,seq-len_1024__num-seq_1024__repeat_64,1024,1024,64,8,0,fast,17.716151111,3.8789,2560.0,,,,
sw/1d,seq-len_1024__num-seq_1024__repeat_64__cpg_128,1024,1024,64,128,0,fast,21.015973496,3.2699,2560.0,,,,
sw/1d,seq-len_1024__num-seq_1024__repeat_64__cpg_16,1024,1024,64,16,0,fast,18.173393470,3.7813,2560.0,,,,
sw/1d,seq-len_1024__num-seq_1024__repeat_64__cpg_4,1024,1024,64,4,0,fast,17.561359745,3.9131,2560.0,,,,
sw/1d,seq-len_128__num-seq_8192__repeat_512,128,8192,512,8,0,fast,19.649686749,3.4972,320.0,,,,
sw/1d,seq-len_128__num-seq_8192__repeat_512__cpg_1,128,8192,512,1,0,fast,17.433782250,3.9417,320.0,,,,
sw/1d,seq-len_2048__num-seq_512__repeat_32,2048,512,32,8,0,fast,17.552711585,3.9150,5120.0,,,,
sw/1d,seq-len_2048__num-seq_512__repeat_32__cpg_128,2048,512,32,128,0,fast,19.106667604,3.5966,5120.0,,,,
sw/1d,seq-len_2048__num-seq_512__repeat_32__cpg_16,2048,512,32,16,0,fast,17.681461288,3.8865,5120.0,,,,
sw/1d,seq-len_2048__num-seq_512__repeat_32__cpg_8,2048,512,32,8,0,fast,17.556419346,3.9142,5120.0,,,,
sw/1d,seq-len_256__num-seq_4096__repeat_256,256,4096,256,8,0,fast,18.724920661,3.6699,640.0,,,,
sw/1d,seq-len_256__num-seq_4096__repeat_256__cpg_1,256,4096,256,1,0,fast,17.247638123,3.9843,640.0,,,,
sw/1d,seq-len_256__num-seq_4096__repeat_256__cpg_128,256,4096,256,128,0,fast,33.799021491,2.0332,640.0,,,,
sw/1d,seq-len_256__num-seq_512__repeat_2048,256,512,2048,8,0,fast,18.406995655,3.7333,640.0,,,,
sw/1d,seq-len_256__num-seq_512__repeat_2048__cpg_1,256,512,2048,1,0,fast,17.179794720,4.0000,640.0,,,,
sw/1d,seq-len_256__num-seq_512__repeat_2048__cpg_128,256,512,2048,128,0,fast,29.682431768,2.3152,640.0,,,,
sw/1d,seq-len_256__num-seq_512__repeat_2048__cpg_128__pod-unique-data_1,256,512,2048,128,1,fast,29.687545788,2.3148,640.0,,,,
sw/1d,seq-len_256__num-seq_512__repeat_2048__cpg_16,256,512,2048,16,0,fast,18.869980197,3.6417,640.0,,,,
sw/1d,seq-len_256__num-seq_512__repeat_2048__cpg_1__pod-unique-data_1,256,512,2048,1,1,fast,17.189600252,3.9977,640.0,,,,
sw/1d,seq-len_256__num-seq_512__repeat_2048__pod-unique-data_1,256,512,2048,8,1,fast,18.410974296,3.7325,640.0,,,,
sw/1d,seq-len_32__num-seq_32768__repeat_2048,32,32768,2048,8,0,fast,29.706404861,2.3133,80.0,,,,
sw/1d,seq-len_32__num-seq_32768__repeat_2048__cpg_1,32,32768,2048,1,0,fast,19.030826292,3.6110,80.0,,,,
sw/1d,seq-len_32__num-seq_32768__repeat_2048__cpg_16,32,32768,2048,16,0,fast,38.479237127,1.7859,80.0,,,,
sw/1d,seq-len_512__num-seq_2048__repeat_128__cpg_128,512,2048,128,128,0,fast,26.093643625,2.6336,1280.0,,,,
sw/1d,seq-len_512__num-seq_2048__repeat_128__cpg_16,512,2048,128,16,0,fast,18.638694195,3.6869,1280.0,,,,
sw/1d,seq-len_64__num-seq_16384__repeat_1024,64,16384,1024,8,0,fast,22.013275590,3.1217,160.0,,,,
sw/1d,seq-len_64__num-seq_16384__repeat_1024__cpg_1,64,16384,1024,1,0,fast,17.852223489,3.8494,160.0,,,,
sw/1d,seq-len_64__num-seq_16384__repeat_1024__cpg_16,64,16384,1024,16,0,fast,27.655431474,2.4848,160.0,,,,
sw/2d,seq-len_128__num-seq_1024__repeat_4096,128,1024,4096,8,0,fast,18.768745229,3.6614,320.0,,,,
sw/2d,seq-len_128__num-seq_1024__repeat_4096__pod-unique-data_1,128,1024,4096,8,1,fast,18.776909738,3.6598,320.0,,,,
sw/2d,seq-len_128__num-seq_8192__repeat_512,128,8192,512,8,0,fast,22.214339996,3.0935,320.0,,,,
sw/2d,seq-len_192__num-seq_4096__repeat_512,192,4096,512,8,0,fast,22.136914556,3.4923,480.0,,,,
sw/2d,seq-len_192__num-seq_640__repeat_4096,192,640,4096,8,0,fast,25.362116331,3.8103,480.0,,,,
sw/2d,seq-len_192__num-seq_640__repeat_4096__pod-unique-data_1,192,640,4096,8,1,fast,25.364964406,3.8099,480.0,,,,
sw/2d,seq-len_32__num-seq_32768__repeat_512,32,32768,512,8,0,fast,21.387217531,0.8033,80.0,,,,
sw/2d,seq-len_64__num-seq_16384__repeat_512,64,16384,512,8,0,fast,18.192404281,1.8887,160.0,,,,
dummy/roofline,ops_1024__n-elems_4194304__repeat_66,,,66,8,0,fast,13.713975084,N/A,256.0000,1024,4194304,0.1615,41.3400
dummy/roofline,ops_12288__n-elems_4194304__repeat_9,,,9,8,0,fast,20.551368794,N/A,3072.0000,12288,4194304,0.0147,45.1412
dummy/roofline,ops_128__n-elems_4194304__repeat_128,,,128,8,0,fast,11.619915075,N/A,32.0000,128,4194304,0.3696,11.8279
dummy/roofline,ops_12__n-elems_4194304__repeat_128,,,128,8,0,fast,10.349770222,N/A,3.0000,12,4194304,0.4150,1.2449
dummy/roofline,ops_1536__n-elems_4194304__repeat_52,,,52,8,0,fast,15.058737909,N/A,384.0000,1536,4194304,0.1159,44.4934
dummy/roofline,ops_16384__n-elems_4194304__repeat_7,,,7,8,0,fast,21.228212653,N/A,4096.0000,16384,4194304,0.0111,45.3205
dummy/roofline,ops_16__n-elems_4194304__repeat_128,,,128,8,0,fast,10.308707944,N/A,4.0000,16,4194304,0.4166,1.6665
dummy/roofline,ops_192__n-elems_4194304__repeat_120,,,120,8,0,fast,11.940038686,N/A,48.0000,192,4194304,0.3372,16.1870
dummy/roofline,ops_1__n-elems_4194304__repeat_128,,,128,8,0,fast,10.094281400,N/A,0.2500,1,4194304,0.4255,0.1064
dummy/roofline,ops_2048__n-elems_4194304__repeat_36,,,36,8,0,fast,16.524301852,N/A,512.0000,2048,4194304,0.0731,37.4282
dummy/roofline,ops_24__n-elems_4194304__repeat_128,,,128,8,0,fast,10.292836463,N/A,6.0000,24,4194304,0.4173,2.5037
dummy/roofline,ops_256__n-elems_4194304__repeat_112,,,112,8,0,fast,11.933757209,N/A,64.0000,256,4194304,0.3149,20.1544
