app,test_name,seq_len,num_seq,repeat,cpg,pod_unique_data,speed,kernel_time_sec,gcups,arith_intensity_ops_per_byte,ops_per_elem,n_elems,achieved_bw_GB_s,achieved_gops_s
sw/2d,seq-len_1024__num-seq_1008__repeat_64,1024,1008,64,8,0,fast,15.728832,4.3007,2560.0,,,,
sw/2d,seq-len_128__num-seq_8176__repeat_512,128,8176,512,8,0,fast,22.116386,3.1011,320.0,,,,
sw/2d,seq-len_256__num-seq_4080__repeat_256,256,4080,256,8,0,fast,18.474443,3.7052,640.0,,,,
sw/2d,seq-len_32__num-seq_16368__repeat_1000,32,16368,1000,8,0,fast,18.759674,0.8935,80.0,,,,
sw/2d,seq-len_512__num-seq_2032__repeat_128,512,2032,128,8,0,fast,17.936635,3.8013,1280.0,,,,
sw/2d,seq-len_64__num-seq_16368__repeat_400,64,16368,400,8,0,fast,14.365886,1.8667,160.0,,,,
